occupation,frequency,cluster_id,category_name
locanda,8,5,Hospitality & dining
VISITOSI GUIDO,8,5,Hospitality & dining
CINEMA S. Margherita,7,5,"Visual, decorative arts & antiques"
Torcello,6,5,
SEZIONE FILATELICA VENEZIANA DEL CIRCOLO ARTISTICO,6,5,Religious & civic institutions
Venezia,5,5,
S. Marco,5,5,
CIRCOLO ARTISTICO DI VENEZIA,5,5,Religious & civic institutions
Ristorante,4,5,Hospitality & dining
Calonificio Veneziano,4,5,
Vetreria,4,5,"Visual, decorative arts & antiques"
Cannaregio,3,5,
Castello,3,5,
S. Polo,3,5,
Specialità Veneziane,3,5,Hospitality & dining
Giovanni e Paolo,3,5,Hospitality & dining
S. Marco 3650,3,5,
S. Fantin 1983-A,3,5,
Via Torre Belfredo,2,5,
Cantine,2,5,Hospitality & dining
S. Elena,2,5,
Nettezza urbana,2,5,Hospitality & dining
Banco di Roma,2,5,"Property, banking & insurance businesses"
Strada Nuova,2,5,Hospitality & dining
Biblioteca Marciana,2,5,Hospitality & dining
Palazzo Giustinian,2,5,Hospitality & dining
" S. Giovanni Laterano, , ",2,5,Hospitality & dining
DELLA CA’ PESARO,2,5,Hospitality & dining
Santa Croce (IV),1,5,Hospitality & dining
Mazzorbo di Burano,1,5,Hospitality & dining
Rio del Pontelungo,1,5,
Riva del Carbon,1,5,
S. Angelo,1,5,
presso Albergo Danieli,1,5,Hospitality & dining
presso ditta 'Jessurum',1,5,Hospitality & dining
presso Italian,1,5,Hospitality & dining
Rio Nuovo 3498-A,1,5,
Fontamenta S. Felice 3084,1,5,Hospitality & dining
 Silvestro,1,5,Hospitality & dining
Scuola: « G. Gozzi »,1,5,Education & academic institutions
Scuola: « Giacinto Gallina »,1,5,Education & academic institutions
Scuola: S. Maria Formosa,1,5,Education & academic institutions
Scuola: Luigi Cadorna,1,5,Education & academic institutions
Scuola Michele Renier,1,5,Education & academic institutions
Scuola Armando Diaz,1,5,Education & academic institutions
Scuola Alfredo Oriani,1,5,Education & academic institutions
Scuola A. Scarsellini,1,5,Education & academic institutions
Scuola E. De Amicis,1,5,Education & academic institutions
Scuola Diedo,1,5,Education & academic institutions
Scuola Giudecca,1,5,Education & academic institutions
Scuola Marghera,1,5,Education & academic institutions
Scuola Catene,1,5,Education & academic institutions
Scuola Villabona,1,5,Education & academic institutions
Scuola Chirignago,1,5,Education & academic institutions
Scuola Asseggiano,1,5,Education & academic institutions
ISTITUTO DELLE SUORE DEL S. CUORE,1,5,Hospitality & dining
COLLEGIO ARMENO « M. RAPHAEL »,1,5,Hospitality & dining
"Asilo e Morioni n. S. Francesco della Vigna, numero 2951",1,5,Hospitality & dining
 S. Lorenzo 4978,1,5,Hospitality & dining
 Rio Terra Farsetti 1848,1,5,Hospitality & dining
" anche per Giudecca, , ",1,5,Hospitality & dining
" anche per S. Polo, , ",1,5,Hospitality & dining
COLONIA ALPINA « S. MARCO »,1,5,Hospitality & dining
Comm. Circolo,1,5,Hospitality & dining
Osp. Marino,1,5,Hospitality & dining
"Murano, Venezia",1,5,
"Carpenedo, Mestre",1,5,Hospitality & dining
 Venezia,1,5,
 Città Giardino,1,5,Hospitality & dining
S. Croce 862,1,5,
"S. Marco, 378,,,",1,5,
S. Marco 2553,1,5,
"S. Marco, 553",1,5,
"S. Marco, 2670 A",1,5,
"S. Marco, 4611",1,5,
"Gran Caffè Bar 900, S. Simeone",1,5,Hospitality & dining
San Marco,1,5,Hospitality & dining
Bottega della Luca,1,5,Hospitality & dining
Società An. cuoi artistici Veneziani,1,5,Hospitality & dining
S. Samuele 3357,1,5,
v. Principe di Piemonte 10,1,5,Hospitality & dining
"rag. Severino Sutter, S. Polo 2988",1,5,Hospitality & dining
pt. Sant' Antonino,1,5,Hospitality & dining
Campo S. Maria Formosa,1,5,
Internazionale Zamplroni propr. Vianello,1,5,Hospitality & dining
"alluminio, Porto Marghera",1,5,Hospitality & dining
San Luca Calle del Magazen,1,5,Hospitality & dining
"Bottega della Luce, S. Marco, Calle Goldoni 4511",1,5,Hospitality & dining
S. Luca 4371,1,5,
San Lio,1,5,
ZAGO F. LLI,1,5,Hospitality & dining
"S. Marco 3416""",1,5,
",,Direzione per la costruzione del Tempio Votivo di Lido,Conte di L'albero 38851,,De Bernardi Domenico,Cannaregio 2446,,De Rossi Antonio,,Mestre,Via Mestrina 62Dei Rossi Engleo,,Burano,S. Mauro 121",1,5,Hospitality & dining
Telefono 23.050,1,5,
S. Marco 4651,1,5,
Agente per il Veneto: S. A. Supper Lux,1,5,Hospitality & dining
S. Polo 1077,1,5,
Vetrai 74,1,5,Hospitality & dining
"S. Croce 772, Dorsod. 2727, S. Marco 4578 e Lido, Via Malamocco 91",1,5,
S. Fosca 2223,1,5,
S. Marco 914,1,5,
Bottegon,1,5,Hospitality & dining
Telefono 42-562,1,5,
"Unica Premiara Ditta di Palloncini alla Veneziana, Grandissimo Assortimento con Festoni e Addobbi per Barche, Sale, e Cotillons per Feste Danzanti",1,5,Hospitality & dining
Unica Premiara Ditta di Palloncini alla Veneziana,1,5,Hospitality & dining
S. Marco 3727,1,5,
"Pellestrina, S. Pietro in Volta",1,5,Hospitality & dining
Via Piave,1,5,
P.za Umber. I,1,5,
S. Marco 4346,1,5,
"Strumenti per la misura, la regolazione e la registrazione delle temperature, Agente: Luigi Jasgher - Venezia, Castello, S. Lio 5685",1,5,Hospitality & dining
P. Marghera,1,5,Hospitality & dining
Piazz. 27 Ottobre,1,5,Hospitality & dining
Lussero Cl. rag. Cesare,1,5,Hospitality & dining
Telefono 22-534,1,5,
Via Acquileia,1,5,
S. Moisè,1,5,
S. Croce,1,5,
Porto secco,1,5,Hospitality & dining
Cà Vio,1,5,Hospitality & dining
"""Lido Gran Viale 27""",1,5,Hospitality & dining
Labor. Via Cà Rossea 4,1,5,Hospitality & dining
Succ. Lorenzo Rubelli e Figlio,1,5,Hospitality & dining
Sede di Venezia,1,5,Hospitality & dining
"Rinomata cucina, VIni scelti, Servizio accurato",1,5,Hospitality & dining
Alla Salute Risorta,1,5,Hospitality & dining
"La più caratteristica Trattoria, di Polo Pietro fu Osvaldo, Telefono 25-463",1,5,Hospitality & dining
Il ritrovo dei buongustai,1,5,Hospitality & dining
Aromi dolci affini di Marcassoli Marino,1,5,Hospitality & dining
Bacino Orseolo 1198,1,5,Hospitality & dining
"Alla Colonna, trattoria,",1,5,Hospitality & dining
S. Marco 1957A,1,5,
Barbiere pt. Piccolo 426,1,5,Hospitality & dining
"Sanpoli Lux, S. Molsi 2025",1,5,Hospitality & dining
Stazione di Mestre,1,5,Hospitality & dining
Locanda,1,5,Hospitality & dining
S. M. Elisabetta 31 piante e sementi,1,5,Hospitality & dining
specialità veniziane,1,5,Hospitality & dining
" Telefono 25.889, ",1,5,Hospitality & dining
Piazzale Stazione,1,5,
"Di vetterti Aumn, Istibuto Prov. degli Esposanti",1,5,Hospitality & dining
"Velluti, Soprarizzo, Broccati, Damascoti Per Ammobramento, Chiese Passamenterie",1,5,Hospitality & dining
S. Pietro Apostolo,1,5,Hospitality & dining
Canal Palazzo Widmann,1,5,Hospitality & dining
Trattoria Locanda „Alle Anche Figure„,1,5,Hospitality & dining
S. Giuliano.,1,5,Hospitality & dining
Casa del Regalo,1,5,Hospitality & dining
Calle Larga S. Marco,1,5,
espresso pozzi neri,1,5,Hospitality & dining
Demanio e Pesca Capparinesi di Porto,1,5,Hospitality & dining
Giudecca,1,5,
località Dese,1,5,Hospitality & dining
S. Cassiano,1,5,
"Agenzia di Città: Ponte dei Bareteri, Agenzia di Lido: Gran Viale Santa Maria Elisabetta",1,5,Hospitality & dining
"Filiala: Pietrasanta (Carrara), Viale Oberdan 4, teleg. Castaman Pietrasanta",1,5,Hospitality & dining
"Capo Stazione, P.le Stazione",1,5,Hospitality & dining
"Piazza Barche, ",1,5,
"Piazza Umberto I, ",1,5,
Gran Caffè Bar 900,1,5,Hospitality & dining
S. Marziale,1,5,
S. Marco Piazza Riva S. Chiara,1,5,
"Sed. Centrale, Mi. lanao, Via Correggio 31",1,5,Hospitality & dining
Albergo,1,5,Hospitality & dining
portabagagli | nella Stazione di Venezia,1,5,Hospitality & dining
Calle Larga San Marco,1,5,
S. Bartolomeo,1,5,
arpicprete Basilica di San Marco,1,5,Hospitality & dining
Calle del Mistro,1,5,
S. Marco 4292,1,5,
Capo Stazione di Prima Classe,1,5,Hospitality & dining
macelleria (isola della Chiesa),1,5,Hospitality & dining
Via Galuppi,1,5,
Succ: Fratelli Scarpa,1,5,Hospitality & dining
Colonia Alpina S. Marco,1,5,Hospitality & dining
a M arcianca,1,5,Hospitality & dining
Trattoria vini,1,5,Hospitality & dining
alla Basilica d’Oro,1,5,Hospitality & dining
 al Pingrosso,1,5,Hospitality & dining
Purroco San Polo Apostolo,1,5,Hospitality & dining
Ponte Storto,1,5,
"Piazza Umberto 69, Via Piave 72",1,5,
Murano fdn. Santi 9,1,5,
delle Cliniche di Venezia,1,5,Hospitality & dining
Direzione S. Lucia,1,5,Hospitality & dining
Viale Miranese 98,1,5,Hospitality & dining
Riva Schiavoni,1,5,
"f,attoria",1,5,Hospitality & dining
Marco 7,1,5,Hospitality & dining
SS. Pietro e Caterina,1,5,Hospitality & dining
santo da uomo,1,5,Hospitality & dining
albergo - ristorante,1,5,Hospitality & dining
Marangon,1,5,Hospitality & dining
"Carte da Gioco ""Modiano""",1,5,Hospitality & dining
di Venezia,1,5,Hospitality & dining
Piazzale S. M. Elisabetta 21,1,5,
Banco S. Marco,1,5,Hospitality & dining
Rialto 1364,1,5,
Salvi Marco 2887,1,5,Hospitality & dining
Silvio. Giovanni e Mario,1,5,Hospitality & dining
S. Pietro in Volto,1,5,Hospitality & dining
"Pelletseun, Sarn Pietro in Volta",1,5,Hospitality & dining
Adriatico,1,5,Hospitality & dining
Parocco,1,5,Hospitality & dining
trattoria | P. Marghera Vi Rossanrol,1,5,Hospitality & dining
S. Polo 2380,1,5,
Frari,1,5,
S. Polo 1421-A,1,5,
S. Marco 570,1,5,
S. Polo 2355,1,5,
S. Croce 1051,1,5,
S. Angelo 3880,1,5,
S. Angelo 3538,1,5,
di Giovanni Lucangei,1,5,Hospitality & dining
"Alla Nuova Trattoria, di Mario",1,5,Hospitality & dining
terrazzano,1,5,Hospitality & dining
deposito Marghera,1,5,Hospitality & dining
Stabilimento : Casa di Pena,1,5,Hospitality & dining
Favaro Veneto Dese,1,5,Hospitality & dining
Acc. Senni.,1,5,Hospitality & dining
di Eugenio e Mario Miozzi,1,5,Hospitality & dining
Santa Maria Formosa 4778,1,5,Hospitality & dining
Specialità veneziana,1,5,Hospitality & dining
Specialità venoziane,1,5,Hospitality & dining
Gran Viale 17,1,5,Hospitality & dining
nuclei Scal. Marghera,1,5,Hospitality & dining
Riva Schiavoni 4207,1,5,
Societa Canottieri Bucintoro,1,5,"Governance, civic administration & institutional titles"
parroco S. Maria Elisabetta di Lido,1,5,Hospitality & dining
specialita veneziane,1,5,Hospitality & dining
Punta Sabbioni,1,5,Hospitality & dining
piazza 22 Marzo,1,5,
Gazzera Alta 158,1,5,Hospitality & dining
S. Polo 1418,1,5,
Biblioteca Marcinina,1,5,Hospitality & dining
Via Rosa,1,5,
piasza Giovanni,1,5,Hospitality & dining
trattoria a Il Fureto Risoro,1,5,Hospitality & dining
Mazzucco Cav. Giuseppe,1,5,Hospitality & dining
Albergo e ristorante,1,5,Hospitality & dining
"Cucina Tipica Veneziana, Grande Salone per banchetti e Rinfreschi",1,5,Hospitality & dining
"parroco, S. Giacomo dall’Orio",1,5,Hospitality & dining
Veneta Costruzioni,1,5,Hospitality & dining
S. Croce 772,1,5,
Stazioned di Venezia,1,5,Hospitality & dining
"Banca di Roma, ",1,5,Hospitality & dining
Altri Stazione,1,5,Hospitality & dining
nomina per Valli in provincia di Venezia e Campagnaluqa,1,5,Hospitality & dining
 specialità Veneziane,1,5,Hospitality & dining
Macellazione Venezia,1,5,Hospitality & dining
Deposito: Cannaregio Abazzia,1,5,Hospitality & dining
"Riva del Carboni ""Palazzo Benlo",1,5,
Lungomare Malamocco,1,5,Hospitality & dining
"caffè (eserzio), Castello 4565",1,5,Hospitality & dining
Soc. in N. Coll. Filippo Campesan & F.llì,1,5,Hospitality & dining
Quartiere Urbano,1,5,Hospitality & dining
Via Pasqualegio,1,5,
"S. Marco, numero 367",1,5,
"Negozi: Mercerie del Capitello 4151, Sottoportico delle Acque 568",1,5,Hospitality & dining
parroco Treporti,1,5,Hospitality & dining
"Chioggia, Calle Gradasa 4716",1,5,
parroco S. Maria del Gi glio,1,5,Hospitality & dining
"VENEZIA - Via XXII Marzo, 2288 - Telefono 25-889",1,5,
Naviglio,1,5,Hospitality & dining
arciprete Basilica di S. Marco,1,5,Hospitality & dining
 Club Alpino Italiano,1,5,Hospitality & dining
Commissariato S. Polo e Santi Croce,1,5,Hospitality & dining
Capo Stazione,1,5,Hospitality & dining
Circolo della Spidal,1,5,Hospitality & dining
Alberoni Bagni,1,5,Hospitality & dining
Vi ale di S. Elishabetta 57,1,5,Hospitality & dining
Mestre Piazza Umberto Primo,1,5,
Venetian specialties,1,5,Hospitality & dining
tabaccheria | Vie Macello,1,5,Hospitality & dining
trattoria | Burano Treporti,1,5,Hospitality & dining
osteria | Murase fdm. Navagero,1,5,Hospitality & dining
specialitá veneziane,1,5,Hospitality & dining
"Geriatrico del Seminario Patriarcale, Santa Maria della Salute",1,5,Hospitality & dining
Ca' Foscari,1,5,Education & academic institutions
Ispet. di l. Gl. Sez. Lavori di Venezia,1,5,Hospitality & dining
Veneto,1,5,
Premiate Cantine,1,5,Hospitality & dining
"Spt, S. Zaccaria",1,5,Hospitality & dining
terrazzi piorellane,1,5,Hospitality & dining
Galleria gG. Franchetti alla Ca D’Oro,1,5,Hospitality & dining
VENEZIA,1,5,
"Uff. Stazione di Cura,  Soggiorno,  Turismo",1,5,Hospitality & dining
Castello (II),1,5,
Stazione Naviglio,1,5,Hospitality & dining
S. Donà di Piave,1,5,Hospitality & dining
Portogruaro,1,5,
" Ponte delle Maravegie,  Sezione di Lido,  Via Malamocco, , ",1,5,Hospitality & dining
" Rio Terra S. Giuseppe di Castello, , ",1,5,Hospitality & dining
SCUOLA MERLETTI DI BURANO REGINA ELENA,1,5,Education & academic institutions
O. nei Licei Ginasio,1,5,Hospitality & dining
Farmacia Sant'Elena (gestfita dall'ospedale),1,5,Hospitality & dining
Domenicani,1,5,Hospitality & dining
 Noale,1,5,Hospitality & dining
Mons. Urbanà,1,5,Hospitality & dining
