Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier,matched_parish,matched_sestiere,matched_lett,all_doors
Cecconi B.,San Marco,Campalto,Macchine per scrivere,,,Ristoranti,,,287,page_287_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_geocodable_address,,,,,
Gaggian Ant.,Calle Fiubera,Campalto,Macchine per scrivere,,,Ristoranti,,,287,page_287_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Levorato,Castello Barbaria, delle Tole,Castello,,,Ristoranti,,,287,page_287_semantic.csv,industria,,,CASTELLO,,False,"Nominatim failed: query=Castello Barbaria delle Tole, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Castello Barbaria delle Tole, Venezia, Italy",False,,,no_civic_number,,,,,
Moreni Armando,Campo Fava 5901,Campalto,Macchine per scrivere,,,Ristoranti,,,287,page_287_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Moretto Angelo e C.,Via Mimcini 5097,Campalto,Macchine per scrivere,,,Ristoranti,,,287,page_287_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Polesso Antonio,S. Canisario 5576,Campalto,Macchine per scrivere,,,Ristoranti,,,287,page_287_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Scarlino Medeo,S. Marta 2123,Giudecca,Scatole,,,",",,,288,page_288_semantic.csv,industria,2123.0,,GIUDECCA,,False,"Nominatim failed: query=Sestiere Giudecca, Venezia, Italy | type=neighbourhood class=place",False,no_numeric_bounds,inside_venice,"Sestiere Giudecca, Venezia, Italy",False,,,no_numeric_bounds,,,,,
Zignol Antonio,Cannaregio 8289,Malcontenta,Scatole,,,",",,,288,page_288_semantic.csv,industria,8289.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Mode Sport di Vidali & Rizzetto,S. Giov. Grisostomo 5733,S. Marco,Sartorie e confezioni per uomo,,,",",,,288,page_288_semantic.csv,industria,5733.0,,SAN MARCO,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",False,no_numeric_bounds,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_numeric_bounds,,,,,
Rigon Severina,Malcontenta 84,Malcontenta,Scatole,,,",",,,288,page_288_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Scarpa Guerino,S. Marta 2123,Malcontenta,Scatole,,,",",,,288,page_288_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Casagrande Michele,S. Benedetto 3972,Malcontenta,Sartorie e confezioni per signora,,,",",,,288,page_288_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Carboni Albertina,S. Gallo 1093,Malcontenta,Sartorie e confezioni per signora,,,",",,,288,page_288_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Concolato,Ponte dei Cavalletto,Malcontenta,Sartorie e confezioni per signora,,,",",,,288,page_288_semantic.csv,industria,,,,,False,"Nominatim failed: query=Ponte dei Cavalletto, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Ponte dei Cavalletto, Venezia, Italy",False,,,no_civic_number,,,,,
Galparoli Antonio,S. Moisé 2050,Malcontenta,Sartorie e confezioni per signora,,,",",,,288,page_288_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Magri Gisella,S. Giuliano 784,Malcontenta,Sartorie e confezioni per signora,,,",",,,288,page_288_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Buttaro Alessandro,S. Bartolomeo 5257-58,Malcontenta,Sartorie e confezioni per uomo,,,",",,,288,page_288_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Cerleio Giovanni,"S. Filippo e Giacomo, 4275",Malcontenta,Sartorie e confezioni per uomo,,,",",,,288,page_288_semantic.csv,industria,4275.0,,,San Giacomo dell'Orio,False,"Nominatim failed: query=Chiesa di San Filippo e Giacomo, Venezia, Italy | type=nan class=nan",False,number_not_in_reference,inside_venice,"Chiesa di San Filippo e Giacomo, Venezia, Italy",False,,,number_not_in_reference,,,,,
Linassi F.lli,S. Giov. Grisostomo 5733,Malcontenta,Sartorie e confezioni per uomo,,,",",,,288,page_288_semantic.csv,industria,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_civic_number,,,,,
San Moise 1469,S. Giov. Grisostomo 5733,Malcontenta,Sartorie e confezioni per uomo,,,",",,,288,page_288_semantic.csv,industria,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_civic_number,,,,,
Bortoli Comm. Ettore,"S. Canolango, Campiello R. Selvatica 5658",Malcontenta,Scaldabagni elettrici,,,",",,,288,page_288_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Dall'Aqua Luigi,Mercerie S. Zulian 7145,S. Marco,Specialità veneziane,,,",",,,293,page_293_semantic.csv,industria,7145.0,,SAN MARCO,,False,"Nominatim failed: query=Mercerie San Zulian, Venezia, Italy | type=nan class=nan",False,no_numeric_bounds,inside_venice,"Mercerie San Zulian, Venezia, Italy",False,,,no_numeric_bounds,,,,,
navari G.,S. Marco 00,S. Marco,Specialità veneziane,,,",",,,293,page_293_semantic.csv,industria,0.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Savena feutueve Sufi di Bencio,Castello Palazzo Soronzo,Castello,Specialità veneziane,,,",",,,293,page_293_semantic.csv,industria,,,CASTELLO,,False,"Nominatim failed: query=Palazzo Soronzo, Castello, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Palazzo Soronzo, Castello, Venezia, Italy",False,,,no_civic_number,,,,,
Vorano Giovanni,San Marco 7 bis,S. Marco,Specialità veneziane,,,",",,,293,page_293_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Favorin Giovo.,S. Sofia 4140,Mazzorbo,Squerì,,,",",,,295,page_295_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Marzolla Luisa,Cannaregio 542 A,S. Marco,Sugherificio,,,"Lido,",,,296,page_296_semantic.csv,industria,542.0,A,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,False,interpolation_distance_exceeded,inside_venice,,False,,,interpolation_distance_exceeded,,,,,
Sugherificio S. Marco,"Corte Bussello, 542",S. Giobbe,Turaccioli,,," Sugheri greggi e lavorati,  Agglomerati,  Telef. 28-870",,,296,page_296_semantic.csv,industria,,,,,False,"Nominatim failed: query=Corte Bussello, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Corte Bussello, Venezia, Italy",False,,,no_civic_number,,,,,
Arnar Andrea,"Cannaregio, fdm. Uranseini",Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,CANNAREGIO,,False,"Nominatim failed: query=Fondamenta Uranseini, Cannaregio, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Fondamenta Uranseini, Cannaregio, Venezia, Italy",False,,,no_civic_number,,,,,
Buffetti Margherita,Calle della Mandola,Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,,,False,"Nominatim failed: query=Calle della Mandola, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Calle della Mandola, Venezia, Italy",False,,,no_civic_number,,,,,
Busetto Antonio detto Saulo,Pellest-. 136,Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Chiappetta Gemma,"Meste,, Via G. Verdi 45",Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Donzara Fausta,"Tre Porti, saccagnana 15 A",Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Fabbrani Margherita,Ponte Anconetta,Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,,,False,"Nominatim failed: query=Ponte Anconetta, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Ponte Anconetta, Venezia, Italy",False,,,no_civic_number,,,,,
Fabbri Fenando,Ponte Anconetta,Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,,,False,"Nominatim failed: query=Ponte Anconetta, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Ponte Anconetta, Venezia, Italy",False,,,no_civic_number,,,,,
Fulin Pietro,Calle Botteri,Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,,,False,"Nominatim failed: query=Calle Botteri, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Calle Botteri, Venezia, Italy",False,,,no_civic_number,,,,,
Fumagalli Giuseppe,Calle Botteri,Tabaccherie,Tabaccherie,,,fdm. Ormesini,,,297,page_297_semantic.csv,industria,,,,,False,"Nominatim failed: query=Calle Botteri, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Calle Botteri, Venezia, Italy",False,,,no_civic_number,,,,,
Fumes Marcella,Via G. Gallina,Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,,,False,"Nominatim failed: query=Via G. Gallina, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Via G. Gallina, Venezia, Italy",False,,,no_civic_number,,,,,
Gabbiato Maria,Giudecca,Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,GIUDECCA,,False,"Nominatim failed: query=Giudecca, Venezia, Italy | type=island class=place",False,no_civic_number,inside_venice,"Giudecca, Venezia, Italy",False,,,no_geocodable_address,,,,,
Gambato Mario,Giudecca,Tabaccherie,Tabaccherie,,,Arsenale,,,297,page_297_semantic.csv,industria,,,GIUDECCA,,False,"Nominatim failed: query=Giudecca, Venezia, Italy | type=island class=place",False,no_civic_number,inside_venice,"Giudecca, Venezia, Italy",False,,,no_geocodable_address,,,,,
Lazzara Beatrie,Sottopurcifi di Rialto,Tabaccherie,Tabaccherie,,,"Lido,",,,297,page_297_semantic.csv,industria,,,SAN POLO,,True,"Nominatim failed: query=Sottoportego di Rialto, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Sottoportego di Rialto, Venezia, Italy",False,,,no_civic_number,,,,,
Natoli Linda,"VENEZIA - S. Laco, 4152 - Tel. 23.432",S. Vivo,Agenzie di trasporto,,,",",,,298,page_298_semantic.csv,industria,,,,,False,"Nominatim failed: query=San Lazzaro, Venezia, Italy | type=place_of_worship class=amenity",False,no_civic_number,inside_venice,"San Lazzaro, Venezia, Italy",False,,,no_civic_number,,,,,
Nodo Ada,"VENEZIA - S. Laco, 4152 - Tel. 23.432",fondte delle Guglie,Agenzie di trasporto,,,",",,,298,page_298_semantic.csv,industria,,,,,False,"Nominatim failed: query=Fondamenta delle Guglie, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Fondamenta delle Guglie, Venezia, Italy",False,,,no_civic_number,,,,,
Nori Angelo,"VENEZIA - S. Laco, 4152 - Tel. 23.432",S. Giustina,Agenzie di trasporto,,,",",,,298,page_298_semantic.csv,industria,,,,,False,"Nominatim failed: query=Sestiere di Castello, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Sestiere di Castello, Venezia, Italy",False,,,no_civic_number,,,,,
Zungaro Liberare,Via Cavour & Torti,Maurizio,Agenzie di trasporto,,,",",,,298,page_298_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Omega Renato,Via Cavour & Torti,S. Giovanni Grisostomo,Agenzie di trasporto,,,",",,,298,page_298_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pejroni Antonio,rivo Navigero 25,Ponte Baratteri,Agenzie di trasporto,,,",",,,298,page_298_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Piantini Mario,Via S. Dona 103,Ponte della raggina,Agenzie di trasporto,,,",",,,298,page_298_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Vaini Antonio,Pordelio 40,Fre Forti,Agenzie di trasporto,,,",",,,298,page_298_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Consorzio Italiano,Piazza Umberto I,San Luca, Calle Goldoni,,,", | Manufatti C.I.M.",,,301,page_301_semantic.csv,industria,,,,San Luca,False,"Nominatim failed: query=Piazza Umberto I, Venezia, Italy | type=square class=place",False,no_civic_number,inside_venice,"Piazza Umberto I, Venezia, Italy",False,,,no_civic_number,,,,,
Canovi Newton,S. Rocco 3070,Torba,Tipografie,,,"stoffe ecc.,",,,302,page_302_semantic.csv,industria,,,,,False,"Nominatim failed: query=Sottoportego di San Rocco, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Sottoportego di San Rocco, Venezia, Italy",False,,,no_civic_number,,,,,
"SAN GIORGIO Società Ind. per Az. Genova, Sestri","Corso del Popolo, 1",Padova,Trasformatori,,,"Agenzia di Padova: Ditta Michele Trapletti, Tel. 24-587, Trasformatori di qualsiasi tipo e potenza.",,,303,page_303_semantic.csv,industria,,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,"Via Nizza, 2",PADOVA,TRASPORTI FLUVIALI E LAGUNARI,,,Filiale,,,304,page_304_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Docks Cotoni,Calle della Fava 5589,Venezia,Trasporti marittimi con motanavi e motovelieri,,,", Sbarchi,  Imbarchi,  Spedizioni,  Assistenze e Controlli Autotrasporto,  Immagazzinamenti,  Agenzia Marittima",,,305,page_305_semantic.csv,industria,,,,,False,"Nominatim failed: query=Calle della Fava, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Calle della Fava, Venezia, Italy",False,,,no_civic_number,,,,,
Sartori Angela,5,Alberoni,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Menegazzi Antonia,5,Castello,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,CASTELLO,,False,"Nominatim failed: query=Castello, Venezia, Italy | type=neighbourhood class=place",False,no_civic_number,inside_venice,"Castello, Venezia, Italy",False,,,no_civic_number,,,,,
Meu Giuseppe,5,Cann.,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,CANNAREGIO,,False,"Nominatim failed: query=Cannaregio, Venezia, Italy | type=neighbourhood class=place",False,no_civic_number,inside_venice,"Cannaregio, Venezia, Italy",False,,,no_civic_number,,,,,
Michelotto Pietro,5,S. Marco,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Mion Eugenio,5,Dorsoduro,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Mora Andrea,5,S. Marco,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Novello Giovanna,5,D.Duro,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Nube Giuseppina,5,S. Marco,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Ungarato Arturo,5,Castello,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pagane l l i  A .  F . l l i,5,Castello,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pagameo Giovanni,5,Cann.,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Palmineri Savino,5,Castello,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Paolini Matteo,5,Castello,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pasini Alfo,5,Castello,Trattorie,,,Torroni,,,309,page_309_semantic.csv,industria,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
